Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PIH,"1347 Property Insurance Holdings, Inc.",7.5,$44.68M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
TURN,180 Degree Capital Corp.,1.66,$51.66M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/turn
FLWS,"1-800 FLOWERS.COM, Inc.",9.725,$630.95M,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws
FCCY,1st Constitution Bancorp (NJ),18.4,$148.47M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
SRCE,1st Source Corporation,48.4,$1.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
VNET,"21Vianet Group, Inc.",6.16,$693M,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet
XXII,"22nd Century Group, Inc",2.62,$269.23M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/xxii
TWOU,"2U, Inc.",54.94,$2.63B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
DDD,3D Systems Corporation,13.5,$1.54B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd
MMM,3M Company,210.76,$125.77B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,11.23,$457.82M,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai
JOBS,"51job, Inc.",61.63,$3.78B,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
WUBA,58.com Inc.,66.78,$9.72B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba
CAFD,8point3 Energy Partners LP,14.76,$1.17B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd
EGHT,8x8 Inc,13.3,$1.22B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
AVHI,"A V Homes, Inc.",16.6,$372.76M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
SHLM,"A. Schulman, Inc.",34.1,$1B,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
AHC,A.H. Belo Corporation,4.45,$96.8M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc
ATEN,"A10 Networks, Inc.",6.71,$474.84M,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",9.77,$235.07M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac
AAON,"AAON, Inc.",33.3,$1.75B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
AIR,AAR Corp.,36.94,$1.28B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",39.03,$2.83B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan
ABAX,"ABAXIS, Inc.",44.85,$1.02B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
ABB,ABB Ltd,24.73,$52.77B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,52.51,$91.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,87.48,$139.45B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv
ABEO,Abeona Therapeutics Inc.,14.975,$603.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo
ABEOW,Abeona Therapeutics Inc.,10.89,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
ANF,Abercrombie & Fitch Company,14.26,$970.92M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf
FAX,Aberdeen Asia-Pacific Income Fund Inc,5.17,$1.3B,1986,n/a,n/a,http://www.nasdaq.com/symbol/fax
IAF,Aberdeen Australia Equity Fund Inc,6.23,$141.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iaf
CH,"Aberdeen Chile Fund, Inc.",8.5538,$80.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ch
ABE           ,Aberdeen Emerging Markets Smaller Company Opportunities Fund I,14.2715,$135.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abe
FCO,"Aberdeen Global Income Fund, Inc.",8.93,$77.91M,1992,n/a,n/a,http://www.nasdaq.com/symbol/fco
GCH,"Aberdeen Greater China Fund, Inc.",11.9456,$105.32M,1992,n/a,n/a,http://www.nasdaq.com/symbol/gch
IF,"Aberdeen Indonesia Fund, Inc.",7.86,$72.76M,1990,n/a,n/a,http://www.nasdaq.com/symbol/if
ISL,"Aberdeen Israel Fund, Inc.",20.02,$78.99M,1992,n/a,n/a,http://www.nasdaq.com/symbol/isl
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.7,$116.39M,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq
SGF,"Aberdeen Singapore Fund, Inc.",11.62,$86.21M,1990,n/a,n/a,http://www.nasdaq.com/symbol/sgf
ABIL,Ability Inc.,0.7562,$19.48M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil
ABMD,"ABIOMED, Inc.",163.93,$7.23B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
ABM,ABM Industries Incorporated,39.31,$2.56B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm
AXAS,Abraxas Petroleum Corporation,1.84,$305.16M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,10.42,$593.13M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",46.8,$1.84B,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,4.95,$250.46M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",46.04,$4.05B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,37.58,$4.6B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
AKR,Acadia Realty Trust,28.76,$2.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr
ACST,"Acasti Pharma, Inc.",1.3201,$19.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",22.7,$1.26B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,34.83,$1.35B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn
ACN,Accenture plc,137.9,$88.09B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn
ANCX,Access National Corporation,27.22,$556.56M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ACCO,Acco Brands Corporation,11.6,$1.26B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco
ARAY,Accuray Incorporated,4.475,$374.76M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",3.35,$152.02M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,9.92,$7.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acer
ACERW,Acer Therapeutics Inc.,0.092,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acerw
ACET,Aceto Corporation,11.17,$336.32M,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
AKAO,"Achaogen, Inc.",15.84,$668.98M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
ACHV,"Achieve Life Sciences, Inc. ",2.29,$25.07M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/achv
ACHN,"Achillion Pharmaceuticals, Inc.",4.11,$562.09M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",23.02,$2.72B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",25.52,$682.32M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs
ACU,Acme United Corporation.,25.41,$85.68M,1988,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acu
ACNB,ACNB Corporation,27.9,$195.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",23.45,$1.09B,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
ATV,"Acorn International, Inc.",16.17,$43.36M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv
ATNM,"Actinium Pharmaceuticals, Inc.",0.61,$48.81M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnm
SQZZ,Active Alts Contrarian ETF,24.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqzz
ATVI,"Activision Blizzard, Inc",63.89,$48.23B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
ACTA,Actua Corporation,12.35,$404.12M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
ATU,Actuant Corporation,26.85,$1.6B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu
AYI,Acuity Brands Inc,163.99,$6.9B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,17.09,$1.27B,2016,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf
ACXM,Acxiom Corporation,24.34,$1.94B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
ADMS,"Adamas Pharmaceuticals, Inc.",21.37,$481.13M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,5.25,$164.59M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
ADX,"Adams Diversified Equity Fund, Inc.",15.01,$1.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",19.36,$552.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo
AE,"Adams Resources & Energy, Inc.",37.82,$159.51M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ae
ADAP,Adaptimmune Therapeutics plc,7.93,$741.61M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap
ADK^A,Adcare Health Systems Inc,21.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adk^a
ADK,Adcare Health Systems Inc,0.96,$18.97M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adk
ADUS,Addus HomeCare Corporation,33.95,$394.65M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.411,$14.38M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey
AGRO,Adecoagro S.A.,10.17,$1.23B,2011,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro
IOTS,Adesto Technologies Corporation,7.55,$158.12M,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots
ADNT,Adient plc,82.95,$7.72B,2016,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adnt
ADMA,ADMA Biologics Inc,3.2974,$56.72M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,148.4,$73.22B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
ADOM,"ADOMANI, Inc.",8.18,$556.82M,2017,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adom
ATGE,Adtalem Global Education Inc.,33.05,$2.05B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atge
ADTN,"ADTRAN, Inc.",22.7,$1.09B,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",10.825,$807.68M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
AAP,Advance Auto Parts Inc,95.59,$7.06B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap
AAAP,Advanced Accelerator Applications S.A.,55.24,$2.44B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap
ADSW,"Advanced Disposal Services, Inc.",24.44,$2.16B,2016,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",20.1,$1.11B,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms
ADES,"Advanced Emissions Solutions, Inc.",10.39,$219.26M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",76.14,$3.04B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",13.3,$12.59B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd
ASX,"Advanced Semiconductor Engineering, Inc.",6.18,$10.23B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx
ASIX,AdvanSix Inc.,38.92,$1.19B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix
AAV,Advantage Oil & Gas Ltd,6.6,$1.23B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav
ADXS,"Advaxis, Inc.",4.57,$187.67M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",1.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
AVK,Advent Claymore Convertible Securities and Income Fund,16.03,$321.3M,2003,n/a,n/a,http://www.nasdaq.com/symbol/avk
AGC,Advent Claymore Convertible Securities and Income Fund II,6.1,$166.94M,2007,n/a,n/a,http://www.nasdaq.com/symbol/agc
LCM,Advent/Claymore Enhanced Growth & Income Fund,8.54,$78.41M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lcm
ADVM,"Adverum Biotechnologies, Inc.",3.35,$145.01M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
ACM,AECOM,35.54,$5.57B,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm
ANW,Aegean Marine Petroleum Network Inc.,4.65,$188.95M,2006,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw
AEGN,Aegion Corp,22.83,$753.67M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",4.83,$79.46M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle
AEB,Aegon NV,24.66,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb
AED,Aegon NV,26.19,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed
AEG,Aegon NV,5.94,$12.16B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.92,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh
AEK,Aegon NV,26.29,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek
AEHR,Aehr Test Systems,3.3,$70.68M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",0.89,$17.64M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx
AER,Aercap Holdings N.V.,49.9,$8.15B,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer
AERI,"Aerie Pharmaceuticals, Inc.",50.95,$1.85B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri
ACY,AeroCentury Corp.,14.25,$20.19M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/acy
HIVE,"Aerohive Networks, Inc.",3.89,$209.57M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",33.89,$2.55B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd
AVAV,"AeroVironment, Inc.",51.69,$1.23B,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AEZS,AEterna Zentaris Inc.,2.13,$34.53M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",1.92,$17.08M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd
AET,Aetna Inc.,153.57,$51B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet
GNMX,"Aevi Genomic Medicine, Inc.",1.235,$45.83M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx
AMG,"Affiliated Managers Group, Inc.",184.97,$10.35B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg
AFMD,Affimed N.V.,2.1,$92.27M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd
AFL,Aflac Incorporated,83.94,$33.18B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl
AFSD,Aflac Incorporated,25.27,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd
MITT,"AG Mortgage Investment Trust, Inc.",19.57,$544.6M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.2839,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,72.62,$5.78B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco
AGEN,Agenus Inc.,4.1,$408.82M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",4.01,$115.51M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
A,"Agilent Technologies, Inc.",65.78,$21.17B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a
AGYS,"Agilysys, Inc.",10.62,$248.42M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",66.08,$3.2B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
AGNC,AGNC Investment Corp.,21.6,$7.84B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,26.422,$9.15B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
AGNCN,AGNC Investment Corp.,25.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncn
AEM,Agnico Eagle Mines Limited,46.74,$10.84B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,49.72,$1.42B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc
AGU,Agrium Inc.,107.93,$14.91B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu
AGFS,"AgroFresh Solutions, Inc.",7.1,$357.4M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.58,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
ALRN,"Aileron Therapeutics, Inc.",12.73,$187.32M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",23.62,$1.19B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt
AIRI,Air Industries Group,1.47,$20.95M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/airi
AL,Air Lease Corporation,41.1,$4.24B,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al
APD,"Air Products and Chemicals, Inc.",150.26,$32.75B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd
AIRT,"Air T, Inc.",16.955,$34.64M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt
ATSG,"Air Transport Services Group, Inc",25.14,$1.49B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
AYR,Aircastle Limited,22.03,$1.73B,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr
AIRG,"Airgain, Inc.",9.28,$88.57M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,2.5,$157.04M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
AKS,AK Steel Holding Corporation,5.22,$1.64B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks
AKAM,"Akamai Technologies, Inc.",48.32,$8.28B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,8.45,$99.52M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx
AKCA,"Akcea Therapeutics, Inc.",26.62,$1.77B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",17.57,$828.45M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,0.9011,$8.02M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",33.05,$4.13B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
AKTS,"Akoustis Technologies, Inc.",7.08,$135.05M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/akts
ALP^O.CL,Alabama Power Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alp^o.cl
ALP^Q,Alabama Power Company,25.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",101.57,$1.18B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,6.96,$2.09B,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi
ALRM,"Alarm.com Holdings, Inc.",44.75,$2.09B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm
ALK,"Alaska Air Group, Inc.",74.75,$9.23B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk
ALSK,"Alaska Communications Systems Group, Inc.",2.2,$115.35M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
AIN,Albany International Corporation,56.25,$1.81B,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,134.29,$14.84B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb
ALBO,"Albireo Pharma, Inc.",22.22,$197.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,10.85,$154.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
AA,Alcoa Corporation,45.38,$8.37B,2016,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/aa
ADHD,Alcobra Ltd.,1.12,$30.87M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ALDR,"Alder BioPharmaceuticals, Inc.",10.85,$734.69M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",8.0372,$121.76M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
ALR,Alere Inc.,50.35,$4.41B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr
ALR^B,Alere Inc.,398.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alr^b
ALEX,"Alexander & Baldwin Holdings, Inc.",44.97,$2.21B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",421.07,$2.15B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",118.06,$11.05B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",35.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d
AXU,Alexco Resource Corp,1.555,$157.31M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/axu
ALXN,"Alexion Pharmaceuticals, Inc.",142.85,$31.88B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
AQN,Algonquin Power & Utilities Corp.,10.56,$4.04B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aqn
BABA,Alibaba Group Holding Limited,178.14,$450.58B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba
ALCO,"Alico, Inc.",33.2,$274.02M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
ALGN,"Align Technology, Inc.",187.91,$15.06B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",1.38,$95.29M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
ALO,Alio Gold Inc.,4.71,$205.47M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/alo
ALJJ,"ALJ Regional Holdings, Inc.",3.32,$119.66M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,50.36,$7.74B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
Y,Alleghany Corporation,564.48,$8.7B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,22.9,$2.49B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati
